546	Duplicate boss method: 
547	OSRS Wiki: 
548	OSRS Wiki: Slayer task/
549	revenant caves
550	NOT LOGGED IN
551	Create or update bank tag
552	Report a bug on Discord
553	Open the SlayerPlus Discord to report a bug
554	Preferences apply immediately to your recommendation and bank tag.
555	Choose the assignment workflow independently from your loadout preferences.
556	Every 10th task
557	Complete nine fast Turael or Aya tasks, then take the milestone task from this master.
558	LOADOUT PREFERENCES
559	Controls how valid gear, supplies, and task methods are ranked.
560	pointBoostBonusMaster
561	Rebuilding the bank layout for the selected encounter.
562	Amethyst darts
563	Create or replace the SlayerPlus Current bank tag
564	Open your bank once to finish this setup.
565	Ancient Magicks ready �
566	Ancient Magicks �
567	Preparation required �
568	Use the selected reviewed combat setup and follow the task's protection and positioning
569	Pass through the glowing Hot vent door. SlayerPlus will start the local Zuk-bank
570	 route after you cross.
571	at the task area
572	shortest path is comparing
573	start a guided session
574	Enable Shortest Path routing in SlayerPlus settings first
575	Enable Shortest Path routing in settings.
576	Log in to start a guided Slayer session
577	Log in to start a Slayer session.
578	opened the real slayerplus
579	Open your bank to create the layout.
580	Bank Tag Layouts is unavailable.
581	No usable teleport was found for this route.
582	The previously selected teleport is no longer owned, so it was omitted from the bank
583	Teleport omitted because it is no longer owned.
584	A real Bank Tags layout will be created inside your bank
585	Click the light creature → Into the chasm
586	Teleport to Mor Ul Rek. Shortest Path starts after you land.
587	Use it on a light creature, descend, run south, climb both walls, then enter the
588	After landing, run south, climb both walls, then enter the skull.
589	routeCheckpointV3.r
590	tzhaar ket yil
591	Start a guided session to route through your Slayer task
592	slayerplus_sidebar_v2.png
593	ancient guthixian temple
594	Light creature → Into the chasm
595	Click the attracted light creature and choose Into the chasm.
596	The light creature is ready — click it and choose Into the chasm.
597	the light creature is attracted to your beam and comes towards you
598	KONAR_FOCUSED
599	Session stopped because Shortest Path routing is disabled
600	Bracelet of slaughter
601	Expeditious bracelet
602	Unable to process Shortest Path transport response
603	Follow the transport selected by Shortest Path. No unrelated inventory teleport will be
604	Using the selected carried teleport
605	<col=00ff00>
606	Unable to capture SlayerPlus portrait; retrying later
607	Unable to restore portrait pose after scene transition
608	Loadout scanner unavailable
609	Encounter/profile changed
610	Saved {} owned Slayer helmet variants
611	Unable to save owned Slayer helmet snapshot
612	Loaded {} owned Slayer helmet variants
613	Unable to load owned Slayer helmet snapshot
614	Ignoring invalid Slayer helmet snapshot item id: {}
615	Saved Inferno travel-item bank snapshot: {}
616	Unable to save Inferno travel-item bank snapshot
617	Loaded Inferno travel-item bank snapshot: {}
618	Migrated Inferno travel-item snapshot from SlayerPlus layout: {}
619	Ignoring invalid Inferno travel-item bank snapshot
620	Unable to load Inferno travel-item bank snapshot
621	the staging strip above the 4 x 7 until the Inferno bank is opened
622	Bank Tag slot 1
623	Using this owned item for Shortest Path's selected route and including it when the
624	 Bank Tag Layout is generated. The item is outlined in green.
625	Using this owned item for Shortest Path's selected route and including it in 
626	. The item and exact live teleport menu path are highlighted in green.
627	Temporary route-specific travel item while Shortest Path finishes calculating. A live
628	 Shortest Path selection always replaces it.
629	sailor s amulet
630	Inferno preparation selected currently observed Ghommal item {}
631	Inferno preparation selected profile bank-snapshot Ghommal item {}
632	Unable to resolve remembered Inferno travel item {}
633	Inferno preparation found no Ghommal item; selecting the Hot vent branch
634	Mor Ul Rek
635	Waiting for the exact Shortest Path transport to the Inferno preparation bank; the
636	 staging item will appear above the 4 x 7 without consuming a combat slot.
637	Waiting for the exact Shortest Path transport for this route; SlayerPlus will not
638	 insert a competing teleport.
639	Opened the existing SlayerPlus Current layout without rebuilding it.
640	Using the currently owned equivalent state of Shortest Path's selected travel item.
641	 Panel, highlight, and Bank Tag travel placement remain synchronized.
642	Guided Slayer session stopped
643	Required spellbook is not active
644	TzKal-Zuk task found - preparation starts at the east Mor Ul Rek bank
645	The complete reviewed loadout is already carried
646	Active task found — go to a bank to gear up
647	Session active — get a Slayer task and SlayerPlus will guide the next step
648	Inferno preparation bank scan replaced the Hot vent branch with Ghommal item {}
649	Supported Ghommal item found in the open bank
650	Inferno preparation bank opened
651	Bank scanned — resuming the active task
652	Bank opened, but no active task is available
653	Bank closed — use Ring of shadows -> Lassar Undercity
654	Bank closed before the Ring of shadows was withdrawn
655	Bank closed — returning to the unfinished task
656	Task complete — waiting for the Slayer streak to update before choosing the next
657	 point-boost master.
658	New task requires a different spellbook
659	New TzKal-Zuk task received - preparation starts at the east Mor Ul Rek bank
660	New task received — go to a bank to gear up
661	Unable to send a bank route to Shortest Path
662	. Follow the highlighted route using teleports you carry.
663	. A usable bank is already nearby — follow the local route and open it.
664	A different spellbook is required, but no reviewed change route is available
665	 — scan a bank so owned teleports can be compared
666	 — use the loaded POH altar to switch to 
667	. SlayerPlus will route back to a bank after the switch.
668	spellbook-poh%7C
669	 — use the highlighted 
670	. SlayerPlus will verify the loaded altar and continue automatically.
671	Unable to send the 
672	 change route to Shortest Path
673	 — Shortest Path is routing to the reviewed 
674	 change point using the fastest teleport you own in your inventory or bank. 
675	Teleport to house
676	Spellbook changed — return to a bank to finish the loadout
677	Spellbook changed and the carried loadout is complete
678	lassar undercity
679	meiyerditch laboratories
680	Kalphite Queen
681	The Kalphite Queen
682	Kalphite Lair
683	%7Ctravelpref=
684	%7Croutecannon=
685	Waiting for the reviewed encounter arrival signal.
686	ghommal s hilt
687	ghommal s avernic defender
688	The reviewed Inferno preparation bank route is unavailable
689	Already at the Inferno preparation bank
690	 - withdraw the Ghommal item shown above the 4 x 7, use Mor Ul Rek, and SlayerPlus
691	 will start Shortest Path's local Zuk-bank route immediately after you land.
692	Shortest Path is selecting the best owned route it supports to the east Mor Ul Rek Hot
693	Unable to send the reviewed east Mor Ul Rek Hot vent door to Shortest Path
694	 — routing to the east Mor Ul Rek Hot vent door. Pass through the glowing barrier;
695	 SlayerPlus will then start a separate collision-checked route to the Zuk bank.
696	Unable to send the separate Inferno-entrance approach segment to Shortest Path
697	 — 28-slot Inferno setup is ready. Routing separately to the reviewed Inferno
698	 entrance approach; SlayerPlus will switch to an exact tile beside TzHaar-Ket-Keh
699	Unable to send the exact Inferno entrance route to Shortest Path
700	 — 28-slot Inferno setup is ready. Routing to a collision-checked tile beside
701	 TzHaar-Ket-Keh; enter the Inferno from there.
702	Enter the Inferno
703	Follow Shortest Path → Inferno entrance
704	Use TzHaar-Ket-Keh to begin the Inferno.
705	The 28-slot setup is ready. Follow the route to TzHaar-Ket-Keh.
706	No verified Shortest Path target is available for this task location
707	Wilderness route blocked unless Krystilia assigned the task
708	Selected Slayer method requires a different spellbook
709	No verified entrance or current-scene monster checkpoint exists for 
710	. SlayerPlus will not guess a destination.
711	 — use Ring of shadows -> Lassar Undercity.
712	 — use Ring of shadows -> Lassar Undercity; 
713	Shortest Path could not draw the teleport leg.
714	Shortest Path is comparing the teleport items in your bank.
715	 - use the highlighted Spider cave teleport. 
716	Shortest Path is keeping the cave entrance active and will rebase after you
717	SlayerPlus will start the cave-entrance walk after you land.
718	Unable to send the task route to Shortest Path
719	 — withdraw the highlighted teleport, then follow Shortest Path to 
720	 — follow Shortest Path to 
721	the Lassar sinkhole inside Camdozaal
722	the Palace teleporter inside Lassar Undercity
723	the level-93 cave under The Hollows
724	the Port Roberts mooring point
725	a walkable tile beside the nearest exact 
726	 — Shortest Path can use teleports in your bank. Withdraw the highlighted teleport
727	 and follow the route to 
728	 — follow the route back to 
729	 Descend into Lassar Undercity; SlayerPlus will continue to the Cathedral after
730	 Use the teleporter and choose The Cathedral; SlayerPlus will start the
731	 walking route after you arrive.
732	 Enter the cave manually; the shortcut must have been cleared once from
733	 the laboratory side with 78 Mining.
734	 Summon or board your player-owned boat and sail to Ynysdail.
735	 SlayerPlus will resume at the island landing and route to the
736	morytania spider cave
737	spider cave teleport
738	skotizo s lair
739	Skotizo's Lair
740	 - follow Shortest Path to the central Catacombs altar, then use the highlighted
741	Use the highlighted Dark totem on the Catacombs altar. Shortest Path will resume
742	 inside Skotizo's lair.
743	Use the highlighted Guthixian temple teleport. Shortest Path will resume inside
744	 beside the Tormented demons.
745	The required manual entrance item was not found. 
746	At the light creatures — use the lit Sapphire lantern on one.
747	Ancient Guthixian Temple
748	 - use the highlighted Guthixian temple teleport. Shortest Path will resume once
749	Use it on a light creature, then descend into the chasm.
750	Follow Shortest Path to a walkable tile beside the nearest light creature; a lit
751	 Sapphire lantern is required.
752	Tears of Guthix
753	Shortest Path is comparing a carried Games necklace, a POH jewellery box route, and
754	 the overland fallback.
755	 - routing to Tears of Guthix. Fastest available order is direct Games necklace, POH
756	 jewellery box, then the overland cave route. Bring the lit Sapphire lantern shown
757	 in the Bank Tag.
758	The next wall or skull entrance has not loaded yet.
759	Inside the lower chasm — continue south until the next stone wall loads.
760	Climb the stone wall
761	Use the highlighted interaction, then the next route segment will appear.
762	Follow Shortest Path to the next required interaction.
763	Follow Shortest Path to 
764	Task complete, but the last-used Slayer master route is unavailable
765	Task complete — the fastest Slayer-master teleport is in your bank
766	Shortest Path is selecting the fastest carried or bank-owned teleport for your
767	Shortest Path is selecting the carried teleport for your Slayer master.
768	Inside Wyrmscraig Cavern — routing locally to Mortimer.
769	Inside Wyrmscraig Cavern, but the local route to Mortimer could not be drawn.
770	Withdraw the highlighted Slayer ring, then use Wyrmscraig Cavern. Routing will
771	 resume inside to Mortimer.
772	Use the highlighted Slayer ring -> Wyrmscraig Cavern. Routing will resume inside
773	Carry a Slayer ring with the Wyrmscraig Cavern teleport to return to Mortimer.
774	Unable to send the Slayer master route to Shortest Path
775	Task complete — routing to 
776	 using the open bank and teleports you carry.
777	 using teleports you carry.
778	Point boosting — routing to 
779	 SlayerPlus will route you back if you leave before finishing.
780	Assigned task requires a different spellbook
781	Assigned task detected after leaving the Slayer master
782	Assigned task detected — routing to the nearest bank
783	Teleport detected — recalculating the nearest bank from your landing point
784	Use the loaded POH altar to switch to 
785	Use the highlighted cape -> Teleport to house. SlayerPlus will verify the altar
786	 after the POH loads.
787	POH altar found — use it to switch to 
788	. SlayerPlus will continue after the switch.
789	POH loaded — checking its spellbook altar.
790	The loaded POH has no compatible altar — using the reviewed world change point
791	Travel detected — recalculating the spellbook-change route
792	 SlayerPlus will continue automatically after the spellbook changes.
793	Routing to the reviewed 
794	Use the highlighted Slayer ring -> Wyrmscraig Cavern.
795	Wyrmscraig Cavern reached — routing locally to Mortimer.
796	Wyrmscraig Cavern reached, but the local route to Mortimer could not be drawn.
797	 — get a new task and SlayerPlus will route you to a bank
798	Mor Ul Rek reached, but SlayerPlus could not start the separate local route to
799	 TzHaar-Ket-Yil.
800	Open the east Mor Ul Rek bank
801	Open the bank beside TzHaar-Ket-Yil to finalize the Inferno setup.
802	Routing to a collision-checked tile beside TzHaar-Ket-Yil at the east Mor Ul Rek
803	 (Zuk) bank — open the bank there to finalize the Inferno setup.
804	At the east Mor Ul Rek Hot vent door — Pass through the glowing barrier.
805	 SlayerPlus will detect the reachable banker and start the local Zuk-bank
806	Routing to the east Mor Ul Rek Hot vent door; pass the glowing barrier there to
807	 enter the Zuk-bank side.
808	Mor Ul Rek reached — Shortest Path is now routing locally to its exact east
809	 Mor Ul Rek bank destination; SlayerPlus will lock onto TzHaar-Ket-Yil
810	 as soon as he is loaded.
811	Mor Ul Rek reached, but SlayerPlus could not hand the local Zuk-bank walk to
812	Use the highlighted Ghommal -> Mor Ul Rek teleport. Shortest Path cannot model that
813	 teleport itself; SlayerPlus will hand it the bank walk after you land.
814	East Mor Ul Rek Zuk-bank destination reached — waiting for TzHaar-Ket-Yil to load,
815	 then SlayerPlus will finish on an exact collision-safe banker tile.
816	Routing to Shortest Path's exact east Mor Ul Rek (Zuk) bank destination for
817	Use the highlighted Spider cave teleport. Shortest Path will start at the cave
818	 entrance after you land.
819	Spider cave teleport landing reached
820	Use Ring of shadows -> Lassar Undercity.
821	Lassar Undercity reached
822	Follow Shortest Path to the Palace teleporter, then choose The Cathedral.
823	Cathedral teleporter reached
824	Continuing the reviewed encounter route
825	Inferno preparation is not finalized
826	Inferno setup is ready — routing to the reviewed Inferno entrance approach so
827	 TzHaar-Ket-Keh can load.
828	At TzHaar-Ket-Keh — enter the Inferno. The 28-slot loadout is ready.
829	Routing to a collision-checked tile beside TzHaar-Ket-Keh for Inferno entry.
830	Waiting for the exact reviewed transition or 
831	Following the reviewed encounter route.
832	At the Lassar sinkhole — descend into the Undercity. SlayerPlus will continue
833	 to the Cathedral after it loads.
834	At the level-93 cave under The Hollows — enter it manually. It must have
835	 been cleared once from the laboratory side with 78 Mining.
