# SlayerPlus task NPC aliases v1
# A or X<TAB>task<TAB>NPC aliases(|)
A	Trolls	Troll|Mountain troll|Troll general|Thrower troll|Dad|Arrg|Stick|Kraka|Pee Hat|Rock|Twig|Berry
A	Tormented demons	Tormented demon
A	Turoth	Turoth
A	Turoths	Turoth
A	Tzhaar	TzHaar|TzTok-Jad|TzKal-Zuk
A	Vampyres	Vampyre|Vyrewatch|Vyrewatch sentinel
A	Vardorvis	Vardorvis
A	Venators	Venator
A	Venenatis	Venenatis
A	Vet'ion	Vet'ion
A	Vorkath	Vorkath
A	Wall beasts	Wall beast
A	Warped Creatures	Warped terrorbird|Warped tortoise|Mutated terrorbird|Mutated tortoise
A	Waterfiends	Waterfiend
A	Werewolves	Werewolf
A	Wolves	Wolf
A	Wyrms	Wyrm|Wyrmling|Strykewyrm
A	Commander Zilyana	Commander Zilyana
A	Zombies	Zombie|Undead|Vorkath|Zogre
A	TzKal-Zuk	TzKal-Zuk
A	Zulrah	Zulrah
X	Abyssal demons	Abyssal Sire
X	Araxytes	Araxxor
X	Aviansies	Kree'arra|Flight Kilisa|Flockleader Geerin|Wingman Skree
X	Bears	Callisto|Artio
X	Black demons	Skotizo|Demonic gorilla
X	Black dragons	King Black Dragon
X	Blue dragons	Vorkath
X	Cave kraken	Kraken
X	Gargoyles	Dusk|Dawn
X	Gryphons	Shellbane Gryphon
X	Greater demons	K'ril Tsutsaroth|Skotizo|Tormented Demon
X	Hellhounds	Cerberus
X	Hill giants	Obor
X	Hydras	Alchemical Hydra
X	Tzhaar	TzTok-Jad|TzKal-Zuk
X	Ice giants	Eldric the Ice King
X	Kalphites	Kalphite Queen
X	Lesser Nagua	Amoxliatl
X	Moss giants	Bryophyta
X	Cows	Brutus
X	Monkeys	Demonic gorilla
X	Fire giants	Branda the Fire Queen
X	Scorpions	Scorpia
X	Skeletons	Vet'ion|Calvar'ion
X	Spiders	Sarachnis|Venenatis|Spindel|Araxxor
X	Zombies	Vorkath
