equipment_avernic_treads_max_avernic_treads_pr_pe_2	avernic treads max|avernic treads pr pe|avernic treads pe et|avernic treads pe|avernic treads pr et|avernic treads pr|avernic treads et|avernic treads|pegasian boots|ranger boots|blessed boots|aranea boots|boots of brimstone|mixed hide boots|snakeskin boots|frog leather boots
equipment_venator_ring_ring_of_the_gods_i	venator ring|ring of the gods i|ring of suffering i|archers ring i|archers ring|brimstone ring|ring of wealth|explorer s ring 4|ring of dueling
equipment_twisted_buckler_dragonfire_ward	twisted buckler|dragonfire ward|odium ward|book of law|unholy book|book of balance|granite shield|rune kiteshield|adamant kiteshield
equipment_blessed_body_armadyl_chestplate	blessed body|armadyl chestplate|masori body f|masori body|hueycoatl hide body|karil s leathertop|black d hide body|red d hide body|blue d hide body|green d hide body
equipment_blessed_chaps_armadyl_chainskirt	blessed chaps|armadyl chainskirt|masori chaps f|masori chaps|hueycoatl hide chaps|karil s leatherskirt|black d hide chaps|red d hide chaps|blue d hide chaps|green d hide chaps
equipment_imbued_god_cape_god_cape	imbued god cape|god cape|ardougne cloak 4|cape of accomplishment|vestment cloak|obsidian cape
equipment_occult_necklace_bonecrusher_necklace	occult necklace|bonecrusher necklace|dragonbone necklace|amulet of fury|amulet of glory|amulet of magic|amulet of power|amulet of accuracy
equipment_virtus_robe_top_ancestral_robe_top	virtus robe top|ancestral robe top|blue moon chestplate|ahrim s robetop|dagon hai robe top|bloodbark body|infinity top|mystic robe top|skeletal top|splitbark body|xerician top|chaos robe top|wizard robe top
equipment_virtus_robe_bottom_ancestral_robe_bottom	virtus robe bottom|ancestral robe bottom|blue moon tassets|ahrim s robeskirt|dagon hai robe bottom|bloodbark legs|infinity bottoms|mystic robe bottom|skeletal bottoms|splitbark legs|xerician robe|chaos robe|wizard robe skirt
equipment_expeditious_bracelet_bracelet_of_slaughter_3	expeditious bracelet|bracelet of slaughter|confliction gauntlets|tormented bracelet|barrows gloves|regen bracelet|infinity gloves|combat bracelet|mystic gloves
equipment_avernic_treads_max_avernic_treads_pr_et	avernic treads max|avernic treads pr et|avernic treads pe et|avernic treads et|avernic treads pr pe|avernic treads pr|avernic treads pe|avernic treads|eternal boots|devout boots|holy sandals|aranea boots|ancient ceremonial boots|infinity boots|wizard boots|mystic boots
equipment_magus_ring_ring_of_the_gods_i	magus ring|ring of the gods i|seers ring i|brimstone ring|seers ring|ring of wealth|explorer s ring 4|ring of dueling
equipment_elidinis_ward_f_elidinis_ward	elidinis ward f|elidinis ward|arcane spirit shield|ancient wyvern shield|malediction ward|mage s book|book of darkness|unholy book|book of balance|tome of fire|tome of water
equipment_masori_body_f_masori_body_2	masori body f|masori body|armadyl chestplate|karil s leathertop|hueycoatl hide body|blood moon chestplate|blessed body|black d hide body|red d hide body|blue d hide body|green d hide body
equipment_masori_chaps_f_masori_chaps_2	masori chaps f|masori chaps|armadyl chainskirt|karil s leatherskirt|hueycoatl hide chaps|blood moon tassets|blessed chaps|black d hide chaps|red d hide chaps|blue d hide chaps|green d hide chaps
equipment_ava_s_assembler_ava_s_accumulator	ava s assembler|ava s accumulator|ranging cape|ava s attractor
equipment_necklace_of_rupture_necklace_of_anguish_2	necklace of rupture|necklace of anguish|amulet of glory|amulet of power
equipment_black_d_hide_body_red_d_hide_body	black d hide body|red d hide body|blue d hide body|green d hide body
equipment_black_d_hide_chaps_red_d_hide_chaps	black d hide chaps|red d hide chaps|blue d hide chaps|green d hide chaps
equipment_expeditious_bracelet_barrows_gloves	expeditious bracelet|barrows gloves|black d hide vambraces|red d hide vambraces|green d hide vambraces|combat bracelet
equipment_mixed_hide_boots_snakeskin_boots	mixed hide boots|snakeskin boots|frog leather boots|climbing boots
equipment_ring_of_wealth_explorer_s_ring_4	ring of wealth|explorer s ring 4|ring of dueling
equipment_black_mask_i_black_mask	black mask i|black mask|slayer helmet i|slayer helmet|granite helm|obsidian helmet|adamant full helm
equipment_slayer_helmet_i_black_mask_i	slayer helmet i|black mask i|slayer helmet|black mask|masori mask f|masori mask|armadyl helmet|blessed coif|karil s coif|eclipse moon helm|black d hide coif|red d hide coif|blue d hide coif|green d hide coif|snakeskin bandana
equipment_slayer_helmet_i_black_mask_i_2	slayer helmet i|black mask i|slayer helmet|black mask
equipment_slayer_helmet_i_black_mask_i_3	slayer helmet i|black mask i
equipment_salve_amulet_ei_salve_amulet_e	salve amulet ei|salve amulet e|salve amulet i|salve amulet|amulet of rancour|amulet of torture|amulet of fury|amulet of strength|amulet of glory|amulet of power
equipment_dragonfire_ward_anti_dragon_shield	dragonfire ward|anti dragon shield|dragonfire shield|ancient wyvern shield
equipment_dragonfire_ward_ancient_wyvern_shield	dragonfire ward|ancient wyvern shield|dragonfire shield|mind shield|elemental shield
equipment_ancient_wyvern_shield_mind_shield	ancient wyvern shield|mind shield|elemental shield|dragonfire shield|dragonfire ward
equipment_ancient_wyvern_shield_dragonfire_shield	ancient wyvern shield|dragonfire shield|mind shield|elemental shield|dragonfire ward
equipment_ancestral_hat_virtus_mask	ancestral hat|virtus mask|ahrim s hood|infinity hat|dagon hai hat|bloodbark helm|mystic hat|barrows helm|helm of neitiznot|rune full helm
equipment_ancestral_robe_top_virtus_robe_top	ancestral robe top|virtus robe top|ahrim s robetop|infinity top|dagon hai robe top|bloodbark body|mystic robe top|barrows platebody|rune platebody|black d hide body
equipment_ancestral_robe_bottom_virtus_robe_bottom	ancestral robe bottom|virtus robe bottom|ahrim s robeskirt|infinity bottoms|dagon hai robe bottom|bloodbark legs|mystic robe bottom|barrows platelegs|rune platelegs|black d hide chaps
equipment_magus_ring_seers_ring_i	magus ring|seers ring i|brimstone ring|ring of dueling
equipment_necklace_of_anguish_amulet_of_fury	necklace of anguish|amulet of fury|amulet of glory
equipment_crystal_body_masori_body_f	crystal body|masori body f|masori body|armadyl chestplate|karil s leathertop|hueycoatl hide body|blessed body|black d hide body
equipment_masori_body_f_masori_body_3	masori body f|masori body|armadyl chestplate|karil s leathertop|hueycoatl hide body|blessed body|black d hide body
equipment_crystal_legs_masori_chaps_f	crystal legs|masori chaps f|masori chaps|armadyl chainskirt|karil s leatherskirt|hueycoatl hide chaps|blessed chaps|black d hide chaps
equipment_masori_chaps_f_masori_chaps_3	masori chaps f|masori chaps|armadyl chainskirt|karil s leatherskirt|hueycoatl hide chaps|blessed chaps|black d hide chaps
equipment_zaryte_vambraces_barrows_gloves	zaryte vambraces|barrows gloves|zamorak bracers|black spiky vambraces
equipment_avernic_treads_max_pegasian_boots	avernic treads max|pegasian boots|echo boots|ranger boots|blessed boots|aranea boots|mixed hide boots
equipment_lightbearer_venator_ring	lightbearer|venator ring|archers ring i|ring of suffering i
equipment_infernal_cape_fire_cape_2	infernal cape|fire cape
equipment_amulet_of_blood_fury_amulet_of_rancour	amulet of blood fury|amulet of rancour|amulet of torture|amulet of fury|amulet of glory
equipment_masori_body_f_blood_moon_chestplate	masori body f|blood moon chestplate|karil s leathertop|crystal body|blessed body|black d hide body|mixed hide top
equipment_masori_chaps_f_crystal_legs	masori chaps f|crystal legs|blood moon tassets|karil s leatherskirt|blessed chaps|black d hide chaps|mixed hide legs
equipment_avernic_defender_spectral_spirit_shield	avernic defender|spectral spirit shield|elysian spirit shield|dragon defender|dragonfire shield
equipment_barrows_gloves_ferocious_gloves	barrows gloves|ferocious gloves|rune gloves|regen bracelet
equipment_avernic_treads_max_primordial_boots	avernic treads max|primordial boots|echo boots|guardian boots|dragon boots
equipment_lightbearer_bellator_ring	lightbearer|bellator ring|ultor ring|ring of suffering i|berserker ring i|brimstone ring
equipment_rada_s_blessing_4_unholy_blessing	rada s blessing 4|unholy blessing
equipment_infernal_cape_fire_cape_3	infernal cape|fire cape|ranging cape
equipment_amulet_of_rancour_amulet_of_torture_2	amulet of rancour|amulet of torture|amulet of blood fury|amulet of fury|amulet of glory|amulet of strength
equipment_torva_platebody_oathplate_chest_2	torva platebody|oathplate chest|bandos chestplate|blood moon chestplate|fighter torso|obsidian platebody|eclipse moon chestplate|black d hide body
equipment_torva_platelegs_oathplate_legs_2	torva platelegs|oathplate legs|bandos tassets|blood moon tassets|obsidian platelegs|eclipse moon tassets|verac s plateskirt|dragon platelegs
equipment_avernic_defender_dragon_defender_2	avernic defender|dragon defender|dragonfire shield
equipment_ferocious_gloves_barrows_gloves	ferocious gloves|barrows gloves|dragon gloves|rune gloves
equipment_avernic_treads_max_primordial_boots_2	avernic treads max|primordial boots|dragon boots|aranea boots|echo boots|guardian boots|rune boots|mixed hide boots
equipment_ultor_ring_bellator_ring	ultor ring|bellator ring|berserker ring i|lightbearer|brimstone ring|ring of shadows|ring of suffering ri|archers ring i|treasonous ring i|warrior ring i|tyrannical ring i
equipment_torva_platebody_oathplate_chest_3	torva platebody|oathplate chest|bandos chestplate|inquisitor s hauberk|blood moon chestplate|eclipse moon chestplate|obsidian platebody|blue moon chestplate|mixed hide top
equipment_torva_platelegs_oathplate_legs_3	torva platelegs|oathplate legs|bandos tassets|inquisitor s plateskirt|blood moon tassets|eclipse moon tassets|obsidian platelegs|blue moon tassets|mixed hide legs
equipment_ferocious_gloves_barrows_gloves_2	ferocious gloves|barrows gloves|regen bracelet|combat bracelet
equipment_avernic_treads_max_primordial_boots_3	avernic treads max|primordial boots|aranea boots|dragon boots|echo boots|mixed hide boots|climbing boots
equipment_ultor_ring_berserker_ring_i_2	ultor ring|berserker ring i|lightbearer|ring of suffering i|ring of shadows
equipment_ancestral_robe_top_virtus_robe_top_2	ancestral robe top|virtus robe top|ahrim s robetop|blue moon chestplate|bloodbark body|infinity top|mystic robe top
equipment_ancestral_robe_bottom_virtus_robe_bottom_2	ancestral robe bottom|virtus robe bottom|ahrim s robeskirt|blue moon tassets|bloodbark legs|infinity bottoms|mystic robe bottom
equipment_confliction_gauntlets_tormented_bracelet	confliction gauntlets|tormented bracelet|barrows gloves|infinity gloves|combat bracelet|mystic gloves
equipment_avernic_treads_max_eternal_boots	avernic treads max|eternal boots|infinity boots|aranea boots|wizard boots|mystic boots
equipment_magus_ring_lightbearer	magus ring|lightbearer|ring of the gods i|ring of suffering i|seers ring i
equipment_lightbearer_ring_of_the_gods_i	lightbearer|ring of the gods i|ring of suffering i|seers ring i|magus ring
equipment_elidinis_ward_f_arcane_spirit_shield	elidinis ward f|arcane spirit shield|elidinis ward|ancient wyvern shield|malediction ward|mage s book|book of darkness
equipment_rada_s_blessing_4_god_blessing	rada s blessing 4|god blessing|rada s blessing 3|rada s blessing 2
equipment_occult_necklace_amulet_of_fury	occult necklace|amulet of fury
equipment_ancestral_robe_top_virtus_robe_top_3	ancestral robe top|virtus robe top
equipment_ancestral_robe_bottom_virtus_robe_bottom_3	ancestral robe bottom|virtus robe bottom
equipment_elysian_spirit_shield_elidinis_ward_f	elysian spirit shield|elidinis ward f|arcane spirit shield|mage s book
equipment_confliction_gauntlets_tormented_bracelet_2	confliction gauntlets|tormented bracelet
equipment_avernic_treads_max_eternal_boots_2	avernic treads max|eternal boots|infinity boots|aranea boots
equipment_magus_ring_lightbearer_2	magus ring|lightbearer|seers ring i|ring of suffering i
equipment_avernic_defender_dragon_defender_3	avernic defender|dragon defender
equipment_avernic_treads_max_primordial_boots_4	avernic treads max|primordial boots|echo boots|dragon boots
equipment_lightbearer_ultor_ring	lightbearer|ultor ring|berserker ring i|ring of suffering i
equipment_torva_platebody_oathplate_chest_4	torva platebody|oathplate chest|bandos chestplate|granite body|obsidian platebody|adamant platebody
equipment_torva_platelegs_oathplate_legs_4	torva platelegs|oathplate legs|bandos tassets|obsidian platelegs|adamant platelegs
equipment_tortugan_shield	tortugan shield
equipment_avernic_treads_echo_boots	avernic treads|echo boots|guardian boots|primordial boots|granite boots|dragon boots
equipment_torva_platebody_oathplate_chest_5	torva platebody|oathplate chest|bandos chestplate|granite body|obsidian platebody|barrows platebody|adamant platebody
equipment_torva_platelegs_oathplate_legs_5	torva platelegs|oathplate legs|bandos tassets|obsidian platelegs|barrows platelegs|adamant platelegs
equipment_guardian_boots_echo_boots	guardian boots|echo boots|granite boots|dragon boots|rune boots
equipment_avernic_treads_max_avernic_treads_pr_et_2	avernic treads max|avernic treads pr et|avernic treads pe et|avernic treads|primordial boots|eternal boots|dragon boots
equipment_ultor_ring_lightbearer	ultor ring|lightbearer|berserker ring i|berserker ring|magus ring|brimstone ring
equipment_tome_of_fire_elidinis_ward_f	tome of fire|elidinis ward f|elidinis ward|malediction ward
equipment_zaryte_vambraces_barrows_gloves_2	zaryte vambraces|barrows gloves|blessed vambraces|hueycoatl hide vambraces|black d hide vambraces|red d hide vambraces|blue d hide vambraces|green d hide vambraces|combat bracelet
equipment_confliction_gauntlets_tormented_bracelet_3	confliction gauntlets|tormented bracelet|barrows gloves|regen bracelet|infinity gloves|combat bracelet|mystic gloves
equipment_barrows_gloves_ferocious_gloves_2	barrows gloves|ferocious gloves|zaryte vambraces|tormented bracelet|combat bracelet
equipment_ferocious_gloves_barrows_gloves_3	ferocious gloves|barrows gloves|regen bracelet|dragon gloves|rune gloves|combat bracelet|adamant gloves|mithril gloves
equipment_accursed_sceptre_thammaron_s_sceptre	accursed sceptre|thammaron s sceptre|trident of the seas|iban s staff|mystic staff|battlestaff|elemental staff
equipment_webweaver_bow_craw_s_bow	webweaver bow|craw s bow|toxic blowpipe|magic shortbow i|rune crossbow|magic shortbow|dorgeshuun crossbow|maple shortbow
equipment_abyssal_whip_zombie_axe	abyssal whip|zombie axe|dragon scimitar|dragon sword|rune scimitar|adamant scimitar|mithril scimitar
equipment_venator_bow_toxic_blowpipe	venator bow|toxic blowpipe|bow of faerdhinen|twisted bow|magic shortbow i|hunters sunlight crossbow|rune crossbow|magic shortbow|crystal bow|dorgeshuun crossbow|yew shortbow|bone shortbow|maple shortbow|willow shortbow|oak shortbow|shortbow
equipment_tumeken_s_shadow_eye_of_ayak	tumeken s shadow|eye of ayak|sanguinesti staff|trident of the swamp|trident of the seas|warped sceptre|nightmare staff|ancient sceptre|master wand|ancient staff|iban s staff|mystic staff|battlestaff|elemental staff
equipment_tumeken_s_shadow_eye_of_ayak_2	tumeken s shadow|eye of ayak|sanguinesti staff|trident of the swamp|bow of faerdhinen|toxic blowpipe|osmumten s fang|abyssal whip|dragon scimitar
equipment_soulreaper_axe_ghrazi_rapier	soulreaper axe|ghrazi rapier|noxious halberd|osmumten s fang|blade of saeldor|inquisitor s mace|abyssal tentacle|abyssal whip|abyssal bludgeon|zombie axe|sarachnis cudgel|dragon scimitar|dragon sword|dragon longsword|rune scimitar|brine sabre|granite hammer|adamant scimitar|mithril scimitar|black scimitar|steel scimitar|iron scimitar
equipment_ring_of_the_gods_i_venator_ring	ring of the gods i|venator ring|archers ring i|archers ring
equipment_ring_of_the_gods_i_magus_ring	ring of the gods i|magus ring|seers ring i
equipment_infernal_cape_fire_cape_4	infernal cape|fire cape|dizana s quiver|ava s assembler|imbued god cape
equipment_amulet_of_rancour_amulet_of_fury	amulet of rancour|amulet of fury|necklace of anguish|occult necklace
equipment_blood_moon_chestplate_eclipse_moon_chestplate	blood moon chestplate|eclipse moon chestplate|blue moon chestplate|karil s leathertop
equipment_avernic_defender_dragon_defender_4	avernic defender|dragon defender|dragonfire ward|elidinis ward
equipment_blood_moon_tassets_eclipse_moon_tassets	blood moon tassets|eclipse moon tassets|blue moon tassets|karil s leatherskirt
equipment_barrows_gloves_ferocious_gloves_3	barrows gloves|ferocious gloves|zaryte vambraces|tormented bracelet
equipment_avernic_treads_primordial_boots	avernic treads|primordial boots|pegasian boots|eternal boots
equipment_lightbearer_brimstone_ring	lightbearer|brimstone ring|ultor ring|venator ring|magus ring
equipment_amulet_of_rancour_amulet_of_torture_3	amulet of rancour|amulet of torture|amulet of fury|amulet of strength|amulet of glory
equipment_torva_platebody_oathplate_chest_6	torva platebody|oathplate chest|inquisitor s hauberk|bandos chestplate|blood moon chestplate|fighter torso|obsidian platebody
equipment_torva_platelegs_oathplate_legs_6	torva platelegs|oathplate legs|inquisitor s plateskirt|bandos tassets|blood moon tassets|obsidian platelegs
equipment_avernic_treads_max_primordial_boots_5	avernic treads max|primordial boots|aranea boots|dragon boots|rune boots
equipment_ultor_ring_berserker_ring_i_3	ultor ring|berserker ring i|lightbearer|brimstone ring|berserker ring
equipment_rada_s_blessing_4_rada_s_blessing_3	rada s blessing 4|rada s blessing 3|holy blessing|unholy blessing
equipment_infernal_cape_fire_cape_5	infernal cape|fire cape|mythical cape|ardougne cloak 4|ardougne cloak 3
equipment_amulet_of_rancour_amulet_of_torture_4	amulet of rancour|amulet of torture|amulet of blood fury|amulet of fury|amulet of glory
equipment_oathplate_chest_inquisitor_s_hauberk	oathplate chest|inquisitor s hauberk|torva platebody|bandos chestplate|blood moon chestplate|fighter torso|torag s platebody|dharok s platebody|guthan s platebody|verac s brassard
equipment_inquisitor_s_hauberk_torva_platebody	inquisitor s hauberk|torva platebody|oathplate chest|bandos chestplate|blood moon chestplate|fighter torso|torag s platebody|dharok s platebody|guthan s platebody|verac s brassard
equipment_oathplate_legs_inquisitor_s_plateskirt	oathplate legs|inquisitor s plateskirt|torva platelegs|bandos tassets|blood moon tassets|torag s platelegs|dharok s platelegs|guthan s chainskirt|verac s plateskirt
equipment_inquisitor_s_plateskirt_torva_platelegs	inquisitor s plateskirt|torva platelegs|oathplate legs|bandos tassets|blood moon tassets|torag s platelegs|dharok s platelegs|guthan s chainskirt|verac s plateskirt
equipment_avernic_defender_dragon_defender_5	avernic defender|dragon defender|rune defender|toktz ket xil
equipment_rada_s_blessing_4_rada_s_blessing_3_2	rada s blessing 4|rada s blessing 3|rada s blessing 2|holy blessing|unholy blessing
equipment_ultor_ring_berserker_ring_i_4	ultor ring|berserker ring i|ring of suffering ri|lightbearer|berserker ring
equipment_odium_ward_book_of_law	odium ward|book of law|unholy book
equipment_imbued_god_cape_god_cape_2	imbued god cape|god cape|ardougne cloak 4
equipment_occult_necklace_amulet_of_glory	occult necklace|amulet of glory|amulet of power
equipment_mystic_robe_top_xerician_top	mystic robe top|xerician top|monk s robe top
equipment_mystic_robe_bottom_xerician_robe	mystic robe bottom|xerician robe|monk s robe
equipment_expeditious_bracelet_barrows_gloves_2	expeditious bracelet|barrows gloves|mystic gloves|combat bracelet
equipment_mystic_boots_climbing_boots	mystic boots|climbing boots
equipment_book_of_darkness_unholy_book	book of darkness|unholy book|book of balance
equipment_mixed_hide_cape_ardougne_cloak_4	mixed hide cape|ardougne cloak 4|cape of accomplishment
equipment_amulet_of_glory_amulet_of_strength	amulet of glory|amulet of strength|amulet of power
equipment_black_d_hide_body_proselyte_hauberk	black d hide body|proselyte hauberk|rune platebody|monk s robe top
equipment_black_d_hide_chaps_proselyte_cuisse	black d hide chaps|proselyte cuisse|rune platelegs|monk s robe
equipment_expeditious_bracelet_barrows_gloves_3	expeditious bracelet|barrows gloves|combat bracelet
equipment_dragon_defender_rune_defender	dragon defender|rune defender|adamant defender|book of war
equipment_lightbearer_ultor_ring_2	lightbearer|ultor ring|berserker ring i|berserker ring|brimstone ring
equipment_ring_of_suffering_i_brimstone_ring	ring of suffering i|brimstone ring|seers ring i|ring of wealth
equipment_infernal_cape_fire_cape_6	infernal cape|fire cape|max cape|cape of accomplishment|obsidian cape
equipment_amulet_of_rancour_amulet_of_blood_fury	amulet of rancour|amulet of blood fury|amulet of fury|bonecrusher necklace|dragonbone necklace|amulet of glory
equipment_torva_platebody_oathplate_chest_7	torva platebody|oathplate chest|bandos chestplate|blood moon chestplate|fighter torso|barrows platebody
equipment_spectral_spirit_shield_elysian_spirit_shield	spectral spirit shield|elysian spirit shield|avernic defender|dragon defender|dragonfire shield|crystal shield|toktz ket xil
equipment_torva_platelegs_oathplate_legs_7	torva platelegs|oathplate legs|bandos tassets|blood moon tassets|barrows platelegs
equipment_barrows_gloves_ferocious_gloves_4	barrows gloves|ferocious gloves|zaryte vambraces|tormented bracelet|regen bracelet|combat bracelet
equipment_avernic_treads_max_avernic_treads	avernic treads max|avernic treads|primordial boots|echo boots|guardian boots|dragon boots
equipment_lightbearer_ring_of_the_gods_i_2	lightbearer|ring of the gods i|brimstone ring|ring of suffering i|granite ring i|berserker ring i
